,currentThrust,sent_time_ns,recv_time_ns,latency,currentTimestep,currentTime,totalTimestepsRun,versions,drag,currentMassFlowRate,currentOxidiserMass,currentFuelMass,currentRocketTotalMass,netThrust,currentAcceleration,currentVelocityDelta,currentVelocity,currentAltitudeDelta,currentAltitude,requiredThrustChange
4.66,123191000.0,130844796820000,130844843710500,46890500,66,66,315,4,23566876.02946042,30628.52738619129,4713333.141535862,785555.5235893122,5929888.665125183,41451916.16566153,6.990336329491012,6.990336329491012,383.3806948825527,383.3806948825527,12783.720451081399,66.35150606321767
4.67,123191000.0,130844905519600,130845000062300,94542700,67,67,316,4,23047383.53989162,30628.52738619129,4687080.118061984,781180.0196769992,5899260.1377389915,42271874.50888887,7.165623064910375,7.165623064910375,390.5463179474631,390.5463179474631,13174.266769028862,65.68590683662859
4.68,123191000.0,130845031030400,130845171564100,140533700,68,68,317,4,22519862.01379066,30628.52738619129,4660827.094588106,776804.5157646862,5868631.6103528,43099861.88864837,7.344107579118834,7.344107579118834,397.8904255265819,397.8904255265819,13572.157194555444,65.01379005881245
4.69,123191000.0,130845156722500,130845171949500,15227000,69,69,318,4,21984596.851496495,30628.52738619129,4634574.071114227,772429.0118523731,5838003.082966609,43935592.90460107,7.525791316005093,7.525791316005093,405.416216842587,405.416216842587,13977.57341139803,64.33538740281266
4.70,123191000.0,130845280278100,130845328000400,47722300,70,70,319,4,21441931.688413046,30628.52738619129,4608321.047640349,768053.5079400601,5807374.555580418,44778723.92134305,7.710665722140191,7.710665722140191,413.12688256472717,413.12688256472717,14390.700293962758,63.650977813847554
4.72,123191000.0,130845438616200,130845453690200,15074000,72,72,321,4,20336065.70632302,30628.52738619129,4582068.02416647,763678.0040277471,5776746.028194226,45628853.264622994,7.898712015713504,7.898712015713504,421.02559458044067,421.02559458044067,14811.725888543198,62.960887350031264
4.73,123191000.0,130845561879200,130845577270500,15391300,73,73,322,4,19773840.55826219,30628.52738619129,4555815.000692592,759302.500115434,5746117.500808035,46485521.61075015,8.089900981699945,8.089900981699945,429.1154955621406,429.1154955621406,15240.841384105339,62.26548886627258
4.74,123191000.0,130845639705700,130845655017800,15312100,74,74,323,4,19206165.22072888,30628.52738619129,4529561.977218714,754926.996203121,5715488.973421844,47348212.61246952,8.284192801814173,8.284192801814173,437.3996883639548,437.3996883639548,15678.241072469295,61.56520150622244
4.75,123191000.0,130845762557000,130845847289400,84732400,75,75,324,4,18633667.054297537,30628.52738619129,4503308.953744835,750551.492290808,5684860.446035652,48216353.80366137,8.481536928014677,8.481536928014677,445.8812252919695,445.8812252919695,16124.122297761263,60.860489967886146
4.76,123191000.0,130845929350700,130845945013200,15662500,76,76,325,4,18057026.731113087,30628.52738619129,4450802.906797078,741800.484466182,5623603.39126327,49089317.82375124,8.681872008440086,8.681872008440086,454.5630973004096,454.5630973004096,16578.68539506167,60.15186350971155
4.77,123191000.0,130846088795400,130846168242800,79447400,77,77,326,4,17476976.257635273,30628.52738619129,4424549.8833232,737424.9805538689,5592974.8638770785,49966424.00059423,8.88512587466982,8.88512587466982,463.4482231750794,463.4482231750794,17042.133618236752,59.43987466568643
4.78,123191000.0,130846246329900,130846325920300,79590400,78,78,327,4,16894296.570806965,30628.52738619129,4398296.859849322,733049.4766415559,5562346.336490887,50846940.32773059,9.091215599078025,9.091215599078025,472.5394387741574,472.5394387741574,17514.67305701091,58.72511764030603
4.79,123191000.0,130846433723500,130846449397900,15674400,79,79,328,4,16309814.68002732,30628.52738619129,4372043.836375443,728673.9727292429,5531717.809104696,51730085.86821742,9.300047630772365,9.300047630772365,481.8394864049298,481.8394864049298,17996.51254341584,58.008226357268455
4.80,123191000.0,130846591199600,130846622682500,31482900,80,80,329,4,15724400.332836343,30628.52738619129,4345790.812901565,724298.4688169298,5501089.281718505,52615033.61265561,9.511518018156337,9.511518018156337,491.3510044230861,491.3510044230861,18487.863547838926,57.289872139478035
4.81,123191000.0,130846732743700,130846796128500,63384800,81,81,330,4,15138962.18870942,30628.52738619129,4319537.7894276865,719922.9649046168,5470460.754332313,53500913.81350513,9.7255127255073,9.7255127255073,501.07651714859344,501.07651714859344,18988.94006498752,56.57076100242296
4.82,123191000.0,130881874545100,130882000837600,126292500,82,82,578,4,14014918.656004334,30628.52738619129,4293284.765953808,715547.4609923038,5439832.226946122,55811327.19765421,10.2597515638798,10.2597515638798,527.256712041298,527.256712041298,19904.965302139368,54.695288456417906
4.84,123191000.0,130847064268900,130847080462200,16193300,84,84,333,4,13392080.908116665,30628.52738619129,4267031.74247993,711171.9570799908,5409203.699559931,56154894.457374915,10.381360654238891,10.381360654238891,531.5603569983247,531.5603569983247,20552.697843528633,54.41639855397317
4.85,123191000.0,130847189833100,130847266620200,76787100,85,85,334,4,12816250.57122728,30628.52738619129,4240778.719006051,706796.4531676777,5378575.172173739,57035096.65285894,10.604127455154323,10.604127455154323,542.164484453479,542.164484453479,21094.86232798211,53.70189652421123
4.86,123191000.0,130847344735900,130847483946500,139210600,86,86,335,4,12245354.7707481,30628.52738619129,4188272.6720582945,698045.4453430517,5317318.117401357,57911392.84340687,10.828715522031438,10.828715522031438,552.9931999755104,552.9931999755104,21647.85552795762,52.99056518462642
4.87,123191000.0,130847499696100,130847531233700,31537600,87,87,336,4,11680427.837425208,30628.52738619129,4162019.648584416,693669.9414307387,5286689.5900151655,58782754.497544594,11.0549628966477,11.0549628966477,564.0481628721581,564.0481628721581,22211.90369082978,52.28323944318611
4.88,123191000.0,130847625300100,130847688656100,63356000,88,88,337,4,11122502.924986973,30628.52738619129,4135766.6251105377,689294.4375184256,5256061.062628974,59648147.28452601,11.282702770592381,11.282702770592381,575.3308656427505,575.3308656427505,22787.23455647253,51.580758915402896
4.89,123191000.0,130847782736800,130847828280700,45543900,89,89,338,4,10572604.748906994,30628.52738619129,4109513.6016366594,684918.9336061126,5225432.535242783,60506538.050622776,11.511764671234364,11.511764671234364,586.8426303139848,586.8426303139848,23374.077186786515,50.883962261348
4.90,123191000.0,130847922248900,130847952764300,30515400,90,90,339,4,10031742.113830075,30628.52738619129,4083260.578162781,680543.4296937996,5194804.007856592,61356902.080361314,11.7419757439296,11.7419757439296,598.5846060579145,598.5846060579145,23972.66179284443,50.193681291359496
4.91,123191000.0,130848062764200,130848156105700,93341500,91,91,340,4,9500900.31310672,30628.52738619129,4057007.5546889026,676167.9257814866,5164175.4804704,62198230.56909676,11.973162120270276,11.973162120270276,610.5577681781848,610.5577681781848,24583.21956102261,49.510734900198266
4.92,123191000.0,130848171356600,130848216883400,45526800,92,92,341,4,8981033.492634282,30628.52738619129,4030754.531215024,671792.4218691735,5133546.953084209,63029538.223478645,12.20515035978935,12.20515035978935,622.7629185379742,622.7629185379742,25205.982479560585,48.83592289738809
4.93,123191000.0,130848312896600,130848422337000,109440400,93,93,342,4,8316812.873200022,30628.52738619129,4004501.507741146,667416.9179568605,5102918.425698018,63849870.897609636,12.437768950228254,12.437768950228254,635.2006874882024,635.2006874882024,25841.183167048788,48.17001980858209
4.94,123191000.0,130848500291400,130848516076800,15785400,94,94,343,4,7768299.509655607,30628.52738619129,3978248.4842672674,663041.4140445475,5072289.898311826,65663536.58790536,12.945540949810397,12.945540949810397,660.8476968848333,660.8476968848333,27149.933019868644,46.69778101654718
4.95,123191000.0,130848657988600,130848658358100,369500,95,95,344,4,6752353.669955892,30628.52738619129,3951995.460793389,658665.9101322345,5041661.370925635,66485242.374936014,13.18716936411965,13.18716936411965,674.034866248953,674.034866248953,27823.967886117596,46.03076330662466
4.96,123191000.0,130848783456200,130848813042000,29585800,96,96,345,4,6283447.521185201,30628.52738619129,3925742.4373195106,654290.4062199214,5011032.843539444,67280414.13492216,13.426456428371756,13.426456428371756,687.4613226773248,687.4613226773248,28511.42920879492,45.38528452977721
4.97,123191000.0,130848933993600,130848948624600,14631000,97,97,346,4,5839605.675004356,30628.52738619129,3899489.413845632,649914.9023076084,4980404.3161532525,68049786.13735138,13.663506377713414,13.663506377713414,701.1248290550382,701.1248290550382,29212.55403784996,44.76074864450213
4.99,123191000.0,130849091333200,130849105249500,13916300,99,99,348,4,5420086.835406823,30628.52738619129,3873236.390371754,645539.3983952954,4949775.788767061,68794093.83719078,13.898426266763627,13.898426266763627,715.0232553218018,715.0232553218018,29927.577293171762,44.15655864698657
4.100,123191000.0,130849246585200,130849325415400,78830200,100,100,349,4,5024140.679021763,30628.52738619129,3846983.3668978754,641163.8944829823,4919147.26138087,69514078.53044684,14.131327003805396,14.131327003805396,729.1545823256072,729.1545823256072,30656.731875497368,43.57211279196788
4.101,123191000.0,130849356568000,130849366097200,9529200,101,101,350,4,4651005.955696744,30628.52738619129,3794477.3199501187,632412.8866583563,4857890.206608487,70210490.54049043,14.362324123307095,14.362324123307095,743.5169064489143,743.5169064489143,31400.24878194628,43.00680200624198
4.102,123191000.0,130901155353300,130901250103300,94750000,102,102,699,4,4392554.062045383,30628.52738619129,3794477.3199501187,632412.8866583563,4857890.206608487,75234630.51131096,15.390066931344782,15.390066931344782,766.9676774193829,766.9676774193829,32179.436557733257,38.9284683854251
4.103,123191000.0,130849653093600,130849715610000,62516400,103,103,352,4,3970067.419311508,30628.52738619129,3741971.273002362,623661.8788337302,4796633.151836105,71535653.22280462,14.819095788966942,14.819095788966942,772.9275405606382,772.9275405606382,32931.28476727859,41.93110436411376
4.104,123191000.0,130849810602600,130849842136400,31533800,104,104,353,4,3660684.02057471,30628.52738619129,3715718.2495284835,619286.3749214172,4766004.624449913,72165961.3611763,15.045128338312024,15.045128338312024,787.9726688989502,787.9726688989502,33719.25743617753,41.41945323832398
4.105,123191000.0,130849922323600,130849953745600,31422000,105,105,354,4,3370955.472273608,30628.52738619129,3689465.226054605,614910.8710091042,4735376.097063722,72775810.61357164,15.269773394727107,15.269773394727107,803.2424422936773,803.2424422936773,34522.49987847121,40.92440956435807
4.106,123191000.0,130850061680400,130850156059400,94379000,106,106,355,4,3100070.925848021,30628.52738619129,3663212.2025807267,610535.3670967912,4704747.569677531,73366005.01553129,15.493173828584291,15.493173828584291,818.7356161222616,818.7356161222616,35341.23549459347,40.44532066828641
4.107,123191000.0,130850187345700,130850248815200,61469500,107,107,356,4,2847215.255914893,30628.52738619129,3636959.1791068483,606159.8631844781,4674119.0422913395,73937355.4156154,15.715477678791416,15.715477678791416,834.451093801053,834.451093801053,36175.68658839452,39.98152834572704
4.108,123191000.0,130850297000500,130850343533400,46532900,108,108,357,4,2611571.87618494,30628.52738619129,3610706.15563297,601784.3592721651,4643490.514905148,74490676.93920706,15.936837779529542,15.936837779529542,850.3879315805826,850.3879315805826,37026.0745199751,39.53237092059724
4.109,123191000.0,130850453408100,130850468136200,14728100,109,109,358,4,2392325.730779051,30628.52738619129,3584453.1321590915,597408.8553598521,4612861.987518957,75026786.17259556,16.157411311978983,16.157411311978983,866.5453428925616,866.5453428925616,37892.619862867665,39.09718553092713
4.110,123191000.0,130850577161600,130850684577300,107415700,110,110,359,4,2188666.3675582414,30628.52738619129,3558200.108685213,593033.351447539,4582233.460132766,75546498.17165998,16.377359300162567,16.377359300162567,882.9227021927242,882.9227021927242,38775.54256506039,38.6753105570537
4.111,123191000.0,130850699636700,130850746304400,46667700,111,111,360,4,1999791.0112014906,30628.52738619129,3531947.0852113348,588657.847535226,4551604.932746574,76050623.38853933,16.596846068671464,16.596846068671464,899.5195482613956,899.5195482613956,39675.06211332178,38.266088116388914
4.112,123191000.0,130850842160300,130850857822200,15661900,112,112,361,4,1824907.5649201632,30628.52738619129,3505694.0617374564,584282.343622913,4520976.405360383,76539964.59855463,16.816038678552033,16.816038678552033,916.3355869399476,916.3355869399476,40591.397700261725,37.86886655798343
4.113,123191000.0,130850982684500,130851012300000,29615500,113,113,362,4,1663237.4807201053,30628.52738619129,3479441.038263578,579906.8397106,4490347.877974192,77015313.89849448,17.035106356047287,17.035106356047287,933.3706932959949,933.3706932959949,41524.76839355772,37.48300289916107
4.114,123191000.0,130851120176700,130851182680100,62503400,114,114,363,4,1514018.4488483367,30628.52738619129,3453188.0147896996,575531.335798287,4459719.350588,77477449.83635306,17.254219927233525,17.254219927233525,950.6249132232284,950.6249132232284,42475.39330678095,37.10786515544718
4.115,123191000.0,130851230863800,130851310945400,80081600,115,115,364,4,1376506.8673347777,30628.52738619129,3426934.991315821,571155.8318859739,4429090.823201809,77927134.72188339,17.47355126990422,17.47355126990422,968.0984644931326,968.0984644931326,43443.49177127408,36.742834523720575
4.116,123191000.0,130851390403600,130851419927100,29523500,116,116,365,4,1249980.0622210265,30628.52738619129,3400681.967841943,566780.3279736609,4398462.295815618,78365112.15705547,17.693272792361704,17.693272792361704,985.7917372854943,985.7917372854943,44429.28350855957,36.38730738685824
4.117,123191000.0,130851513958200,130851543429600,29471400,117,117,366,4,1133738.2380406691,30628.52738619129,3374428.9443680644,562404.8240613479,4367833.7684294265,78792104.81582776,17.913556947114206,17.913556947114206,1003.7052942326085,1003.7052942326085,45432.988802792184,36.04069711600055
4.118,123191000.0,130851623597200,130851654160200,30563000,118,118,367,4,1027106.1462856943,30628.52738619129,3348175.920894186,558029.3201490348,4337205.241043235,79208812.49366666,18.134575785870247,18.134575785870247,1021.8398700184787,1021.8398700184787,46454.82867281066,35.70243565384917
